scenario,quarter_index,quarter,kpi_order,pillar,subpillar,kpi,kpi_score_p10,kpi_score_median,kpi_score_p90
rec1_only,16,2029Q4,16,Innovation,Research,Tortoise Research Score,31.343340744927062,31.473141930939466,31.609173964917222
rec1_only,16,2029Q4,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec1_only,16,2029Q4,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec1_only,16,2029Q4,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec1_only,16,2029Q4,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec1_only,16,2029Q4,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec1_only,16,2029Q4,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec1_only,16,2029Q4,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,15.560074676056239,15.705664525817452,15.883138880999768
rec1_only,16,2029Q4,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
rec1_only,16,2029Q4,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
rec1_only,16,2029Q4,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec2_only,1,2026Q1,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec2_only,1,2026Q1,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec2_only,1,2026Q1,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec2_only,1,2026Q1,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec2_only,1,2026Q1,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
rec2_only,1,2026Q1,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec2_only,1,2026Q1,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec2_only,1,2026Q1,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec2_only,1,2026Q1,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec2_only,1,2026Q1,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec2_only,1,2026Q1,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec2_only,1,2026Q1,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec2_only,1,2026Q1,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec2_only,1,2026Q1,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec2_only,1,2026Q1,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec2_only,1,2026Q1,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec2_only,1,2026Q1,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec2_only,1,2026Q1,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec2_only,1,2026Q1,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec2_only,1,2026Q1,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec2_only,1,2026Q1,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec2_only,1,2026Q1,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec2_only,1,2026Q1,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
rec2_only,1,2026Q1,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
rec2_only,1,2026Q1,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
rec2_only,1,2026Q1,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec2_only,2,2026Q2,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec2_only,2,2026Q2,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec2_only,2,2026Q2,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec2_only,2,2026Q2,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec2_only,2,2026Q2,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
rec2_only,2,2026Q2,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec2_only,2,2026Q2,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec2_only,2,2026Q2,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec2_only,2,2026Q2,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec2_only,2,2026Q2,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec2_only,2,2026Q2,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec2_only,2,2026Q2,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec2_only,2,2026Q2,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec2_only,2,2026Q2,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec2_only,2,2026Q2,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec2_only,2,2026Q2,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec2_only,2,2026Q2,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec2_only,2,2026Q2,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec2_only,2,2026Q2,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec2_only,2,2026Q2,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec2_only,2,2026Q2,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec2_only,2,2026Q2,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec2_only,2,2026Q2,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
rec2_only,2,2026Q2,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
rec2_only,2,2026Q2,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
rec2_only,2,2026Q2,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec2_only,3,2026Q3,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec2_only,3,2026Q3,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec2_only,3,2026Q3,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec2_only,3,2026Q3,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec2_only,3,2026Q3,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
rec2_only,3,2026Q3,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec2_only,3,2026Q3,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec2_only,3,2026Q3,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec2_only,3,2026Q3,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec2_only,3,2026Q3,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec2_only,3,2026Q3,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec2_only,3,2026Q3,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec2_only,3,2026Q3,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec2_only,3,2026Q3,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec2_only,3,2026Q3,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec2_only,3,2026Q3,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec2_only,3,2026Q3,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec2_only,3,2026Q3,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec2_only,3,2026Q3,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec2_only,3,2026Q3,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec2_only,3,2026Q3,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec2_only,3,2026Q3,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec2_only,3,2026Q3,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
rec2_only,3,2026Q3,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
rec2_only,3,2026Q3,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
rec2_only,3,2026Q3,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec2_only,4,2026Q4,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec2_only,4,2026Q4,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec2_only,4,2026Q4,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec2_only,4,2026Q4,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec2_only,4,2026Q4,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
rec2_only,4,2026Q4,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec2_only,4,2026Q4,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec2_only,4,2026Q4,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec2_only,4,2026Q4,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec2_only,4,2026Q4,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec2_only,4,2026Q4,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec2_only,4,2026Q4,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec2_only,4,2026Q4,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec2_only,4,2026Q4,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec2_only,4,2026Q4,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec2_only,4,2026Q4,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec2_only,4,2026Q4,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec2_only,4,2026Q4,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec2_only,4,2026Q4,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec2_only,4,2026Q4,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec2_only,4,2026Q4,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec2_only,4,2026Q4,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec2_only,4,2026Q4,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
rec2_only,4,2026Q4,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
rec2_only,4,2026Q4,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
rec2_only,4,2026Q4,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec2_only,5,2027Q1,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec2_only,5,2027Q1,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec2_only,5,2027Q1,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec2_only,5,2027Q1,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec2_only,5,2027Q1,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
rec2_only,5,2027Q1,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec2_only,5,2027Q1,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec2_only,5,2027Q1,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec2_only,5,2027Q1,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec2_only,5,2027Q1,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec2_only,5,2027Q1,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec2_only,5,2027Q1,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec2_only,5,2027Q1,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec2_only,5,2027Q1,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec2_only,5,2027Q1,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec2_only,5,2027Q1,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec2_only,5,2027Q1,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec2_only,5,2027Q1,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec2_only,5,2027Q1,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec2_only,5,2027Q1,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec2_only,5,2027Q1,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec2_only,5,2027Q1,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec2_only,5,2027Q1,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
rec2_only,5,2027Q1,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
rec2_only,5,2027Q1,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
rec2_only,5,2027Q1,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec2_only,6,2027Q2,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec2_only,6,2027Q2,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec2_only,6,2027Q2,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec2_only,6,2027Q2,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec2_only,6,2027Q2,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.79711288505742
rec2_only,6,2027Q2,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec2_only,6,2027Q2,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec2_only,6,2027Q2,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec2_only,6,2027Q2,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec2_only,6,2027Q2,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec2_only,6,2027Q2,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec2_only,6,2027Q2,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec2_only,6,2027Q2,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec2_only,6,2027Q2,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec2_only,6,2027Q2,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec2_only,6,2027Q2,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec2_only,6,2027Q2,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec2_only,6,2027Q2,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec2_only,6,2027Q2,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec2_only,6,2027Q2,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec2_only,6,2027Q2,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec2_only,6,2027Q2,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec2_only,6,2027Q2,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,15.142461788689488
rec2_only,6,2027Q2,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.1752729348857107,3.332648174962688
rec2_only,6,2027Q2,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.166388552033043
rec2_only,6,2027Q2,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec2_only,7,2027Q3,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec2_only,7,2027Q3,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec2_only,7,2027Q3,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec2_only,7,2027Q3,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec2_only,7,2027Q3,5,Implementation,Talent,AI Job Postings (% of Total),27.64203796736794,27.82073017776291,28.035821697373656
rec2_only,7,2027Q3,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,49.01735722081592
rec2_only,7,2027Q3,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec2_only,7,2027Q3,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec2_only,7,2027Q3,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec2_only,7,2027Q3,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec2_only,7,2027Q3,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec2_only,7,2027Q3,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec2_only,7,2027Q3,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec2_only,7,2027Q3,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec2_only,7,2027Q3,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec2_only,7,2027Q3,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec2_only,7,2027Q3,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec2_only,7,2027Q3,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec2_only,7,2027Q3,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec2_only,7,2027Q3,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec2_only,7,2027Q3,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.837795357434178
rec2_only,7,2027Q3,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec2_only,7,2027Q3,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.899662870185223,15.188610609117081,15.521075361632416
rec2_only,7,2027Q3,24,Investment,Commercial Ecosystem,AI Investment Activity,3.2733963043630605,3.3948780524967246,3.600342234600038
rec2_only,7,2027Q3,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.185871139307418,8.399332524879304
rec2_only,7,2027Q3,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec2_only,8,2027Q4,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec2_only,8,2027Q4,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
